2545.4008789062,-36.540351867676
7090.5556640625,-25.18062210083
6815.1166992188,-33.898342132568
8461.0361328125,-30.629531860352
3809.75390625,-43.917098999023
1296.0755615234,-27.429004669189
3303.3400878906,-33.409572601318
9261.3291015625,-34.053592681885
3266.3391113281,-34.061492919922
3626.8452148438,-21.74654006958
4024.2951660156,-50.906074523926
2654.4916992188,-44.963809967041
8203.6845703125,-28.736902236938
2049.2707519531,-42.155776977539
1474.8543701172,-30.968444824219
2549.490234375,-30.88600730896
7402.4291992188,-24.164390563965
2913.5153808594,-42.685409545898
8821.291015625,-37.102458953857
2066.1945800781,-36.14542388916
3222.4360351562,-29.335914611816
2429.646484375,-31.404922485352
2873.1586914062,-28.75799369812
3374.2844238281,-33.699413299561
9035.30859375,-33.251892089844
3921.6791992188,-31.647985458374
3157.0180664062,-30.387224197388
2182.369140625,-32.461441040039
2726.0200195312,-21.683824539185
